  -4.44712813165127       0.000000000000000E+000
  -4.34712825140352       0.000000000000000E+000
  -4.24712806552847       0.000000000000000E+000
  -4.14712792372027        205132.384592726     
  -4.04712806018128        309985.848469487     
  -3.94712813898759        261885.050018625     
  -3.84712811887955        691919.382905622     
  -3.74712812775193        1179437.12490322     
  -3.64712808138510        1689997.27378112     
  -3.54712809046867        5417349.90548629     
  -3.44712816703980        1644736.67712942     
  -3.34712811085294        10032274.2412716     
  -3.24712800970684        31082619.9987501     
  -3.14712795919282        8631019.65589325     
  -3.04712805313706       0.000000000000000E+000
  -2.94712813898759        15263805.7285433     
  -2.84712810110116        29862151.1591473     
  -2.74712798653313        36428609.7775058     
  -2.64712798042843        67114544.3936968     
  -2.54712805482745        31690103.1560066     
  -2.44712804671879        89489662.1530316     
  -2.34712802090059        21754308.9452883     
  -2.24712809902145        64051114.7148988     
  -2.14712808689402        61341627.9475163     
  -2.04712807567855        47156983.3412921     
  -1.94712801365023        49892049.3504746     
  -1.84712801576487        64377459.2907021     
  -1.74712813904944        53664538.7235265     
  -1.64712807914162        93258726.3152814     
  -1.54712805482745        104835423.061513     
  -1.44712802407013        84290700.1509295     
  -1.34712800291012        149713280.799637     
  -1.24712811331179        160425890.556716     
  -1.14712808689402        573593528.207468     
  -1.04712806666195        129493917.564292     
